"id","property_type","city","price","sq_m_built","n_bedrooms","bathrooms","floor","year_built","exterior","parking","log_price","city-neighborhood"
103375204,Flat / apartment,Barcelona,530000,80,2,1,3,1912,True,False,13,Barcelona - El Raval
94000904,Flat / apartment,Barcelona,165000,58,2,1,3,1850,True,False,12,Barcelona - El Raval
104382041,Flat / apartment,Barcelona,430000,155,3,2,1,2003,True,False,12,Barcelona - Ciutat Vella
97791792,Flat / apartment,Barcelona,279999,89,2,2,3,1920,True,False,12,Barcelona - El Raval
104397583,Flat / apartment,Barcelona,230000,70,2,2,1,1900,True,False,12,Barcelona - El Raval
102336106,Flat / apartment,Barcelona,310000,73,2,1,4,1900,True,False,12,Barcelona - Ciutat Vella
101044355,Flat / apartment,Barcelona,335000,149,4,2,0,1900,True,False,12,Barcelona - Ciutat Vella
102741132,Flat / apartment,Barcelona,127000,33,2,1,5,1819,True,False,11,Barcelona - Ciutat Vella
104348134,Flat / apartment,Barcelona,649000,118,3,2,3,1860,True,False,13,Barcelona - El Raval
103801017,Flat / apartment,Barcelona,138500,50,2,2,1,1900,False,False,11,Barcelona - El Raval
103775272,Studio flat,Barcelona,330000,54,0,1,1,1900,True,False,12,Barcelona - El Raval
101435479,Flat / apartment,Barcelona,450000,110,2,2,1,1850,True,False,13,Barcelona - El Raval
102756178,Flat / apartment,Barcelona,225000,33,1,1,2,1900,True,False,12,Barcelona - El Raval
84119197,Flat / apartment,Barcelona,1350000,224,4,3,1,1910,True,False,14,Barcelona - El Raval
104245206,Flat / apartment,Barcelona,350000,75,3,2,5,1970,True,False,12,Barcelona - El Raval
103690013,Flat / apartment,Barcelona,199000,57,1,1,2,2001,False,False,12,Barcelona - El Raval
93523130,Flat / apartment,Barcelona,120500,54,3,1,3,1900,False,False,11,Barcelona - Ciutat Vella
104142563,Flat / apartment,Barcelona,180000,70,2,1,4,1850,True,False,12,Barcelona - El Raval
100859087,Flat / apartment,Barcelona,448000,56,1,1,0,1900,False,False,13,Barcelona - Ciutat Vella
104182440,Flat / apartment,Barcelona,199900,40,1,1,2,1850,True,False,12,Barcelona - El Raval
104023286,Penthouse,Barcelona,415000,69,2,1,5,1900,True,False,12,Barcelona - El Raval
103774998,Flat / apartment,Barcelona,190000,73,4,1,1,1900,True,False,12,Barcelona - El Raval
103953486,Flat / apartment,Barcelona,155000,41,2,1,4,1900,True,False,11,Barcelona - El Raval
99616397,Flat / apartment,Barcelona,186000,45,1,1,1,1850,True,False,12,Barcelona - El Raval
97670228,Flat / apartment,Barcelona,1500000,214,2,1,0,1900,True,False,14,Barcelona - Ciutat Vella
103795015,Flat / apartment,Barcelona,199000,57,1,1,2,2001,True,False,12,Barcelona - El Raval
97743178,Flat / apartment,Barcelona,220000,36,2,1,3,1860,True,False,12,Barcelona - El Raval
103923048,Flat / apartment,Barcelona,383250,67,1,1,2,1890,True,False,12,Barcelona - Ciutat Vella
102127806,Flat / apartment,Barcelona,199000,61,1,1,2,1900,True,False,12,Barcelona - El Raval
101411658,Flat / apartment,Barcelona,380000,91,2,2,1,1900,True,False,12,Barcelona - Ciutat Vella
103862938,Flat / apartment,Barcelona,138000,35,1,1,1,1900,False,False,11,Barcelona - El Raval
103824316,Flat / apartment,Barcelona,135000,49,1,1,2,1900,True,False,11,Barcelona - El Raval
101917230,Flat / apartment,Barcelona,190000,57,1,1,5,1900,False,False,12,Barcelona - Ciutat Vella
100450969,Flat / apartment,Barcelona,136000,51,3,1,2,1900,False,False,11,Barcelona - Ciutat Vella
104078950,Flat / apartment,Barcelona,299000,94,2,1,2,1900,True,False,12,Barcelona - El Raval
98781352,Duplex,Barcelona,159000,190,5,2,1,1855,True,False,11,Barcelona - El Raval
103025927,Flat / apartment,Barcelona,86000,33,2,1,2,1889,True,False,11,Barcelona - Ciutat Vella
103980870,Flat / apartment,Barcelona,950000,197,2,3,1,1890,True,False,13,Barcelona - El Gòtic
103413343,Flat / apartment,Barcelona,349000,81,2,1,4,1809,True,False,12,Barcelona - El Gòtic
100976586,Flat / apartment,Barcelona,470000,79,2,2,2,1890,True,False,13,Barcelona - El Gòtic
102553816,Flat / apartment,Barcelona,1040000,179,3,3,0,1890,True,False,13,Barcelona - El Gòtic
101093216,Penthouse,Barcelona,770000,113,3,2,3,1900,True,False,13,Barcelona - El Gòtic
104340271,Flat / apartment,Barcelona,650000,135,3,3,1,1850,True,False,13,Barcelona - El Gòtic
96465219,Flat / apartment,Barcelona,495000,70,1,1,7,1890,True,False,13,Barcelona - El Gòtic
101095718,Flat / apartment,Barcelona,320000,77,4,1,1,1800,True,False,12,Barcelona - El Gòtic
103351143,Flat / apartment,Barcelona,595000,131,6,4,2,1800,True,False,13,Barcelona - El Gòtic
100554246,Penthouse,Barcelona,495000,95,2,1,5,1885,True,False,13,Barcelona - El Gòtic
103252497,Flat / apartment,Barcelona,695000,120,3,2,0,1850,True,False,13,Barcelona - El Gòtic
99306956,Flat / apartment,Barcelona,300150,90,4,1,1,1944,True,False,12,Barcelona - El Gòtic
103401161,Penthouse,Barcelona,495000,75,2,1,5,1999,True,False,13,Barcelona - El Gòtic
101933716,Penthouse,Barcelona,495000,65,2,1,5,1885,True,False,13,Barcelona - Ciutat Vella
104123906,Flat / apartment,Barcelona,250000,50,2,1,1,1976,True,False,12,Barcelona - Ciutat Vella
101278460,Penthouse,Barcelona,549000,95,2,1,5,1885,True,False,13,Barcelona - El Gòtic
96865438,Flat / apartment,Barcelona,420000,94,2,2,3,1900,True,False,12,Barcelona - El Gòtic
104398583,Flat / apartment,Barcelona,359000,55,2,2,2,1936,True,False,12,Barcelona - La Barceloneta
104393751,Flat / apartment,Barcelona,130000,34,1,1,0,1900,True,False,11,Barcelona - La Barceloneta
103141943,Flat / apartment,Barcelona,237000,39,2,1,1,1928,True,False,12,Barcelona - La Barceloneta
102041190,Flat / apartment,Barcelona,175000,34,1,1,1,1920,True,False,12,Barcelona - Ciutat Vella
104355864,Flat / apartment,Barcelona,309000,78,3,2,2,1982,True,False,12,Barcelona - Horta
104382728,Flat / apartment,Barcelona,195000,71,3,1,1,1976,True,False,12,Barcelona - Horta
104257016,Flat / apartment,Barcelona,210000,76,3,1,1,1968,True,False,12,Barcelona - Horta
104034134,Duplex,Barcelona,196000,102,3,1,0,1957,False,False,12,Barcelona - Horta Guinardó
104131336,Flat / apartment,Barcelona,190000,110,3,1,1,1969,True,False,12,Barcelona - Ciutat Meridiana - Torre Baró - Vallbona
102819628,Studio flat,Barcelona,135000,66,0,1,0,1968,False,False,11,Barcelona - Nou Barris
103843963,Flat / apartment,Barcelona,373000,113,4,2,1,1984,True,True,12,Barcelona - Sant Martí
103071536,Flat / apartment,Barcelona,275000,95,3,1,5,1975,False,False,12,Barcelona - Sant Martí
104012039,Flat / apartment,Barcelona,275000,82,3,1,5,1984,True,False,12,Barcelona - La Verneda i la Pau
102023006,Flat / apartment,Barcelona,895000,232,4,2,1,1890,True,False,13,Barcelona - Sant Pere - Santa Caterina i la Ribera
101974543,Flat / apartment,Barcelona,2200000,310,3,3,1,1900,True,False,14,Barcelona - Ciutat Vella
104331430,Flat / apartment,Barcelona,475000,150,2,4,1,1855,True,False,13,Barcelona - Sant Pere - Santa Caterina i la Ribera
103425417,Flat / apartment,Barcelona,429000,107,3,2,2,1870,True,False,12,Barcelona - Ciutat Vella
104374913,Flat / apartment,Barcelona,255000,72,3,2,4,1900,True,False,12,Barcelona - Sant Pere - Santa Caterina i la Ribera
103395490,Flat / apartment,Barcelona,750000,161,4,2,1,1940,True,False,13,Barcelona - Sant Pere - Santa Caterina i la Ribera
104324432,Flat / apartment,Barcelona,260000,50,1,1,4,1790,True,False,12,Barcelona - Sant Pere - Santa Caterina i la Ribera
104162588,Flat / apartment,Barcelona,535000,74,2,2,3,1970,True,False,13,Barcelona - Sant Pere - Santa Caterina i la Ribera
103243929,Flat / apartment,Barcelona,865000,128,3,3,2,1925,False,False,13,Barcelona - Sant Pere - Santa Caterina i la Ribera
93771919,Flat / apartment,Barcelona,295000,66,1,2,1,1925,True,False,12,Barcelona - Sant Pere - Santa Caterina i la Ribera
104374123,Flat / apartment,Barcelona,180000,42,2,1,3,1925,True,False,12,Barcelona - Sant Pere - Santa Caterina i la Ribera
101872778,Flat / apartment,Barcelona,249000,72,3,2,4,1900,True,False,12,Barcelona - Sant Pere - Santa Caterina i la Ribera
101129462,Flat / apartment,Barcelona,795000,88,2,2,2,1925,True,False,13,Barcelona - Sant Pere - Santa Caterina i la Ribera
103928188,Flat / apartment,Barcelona,360000,62,1,1,3,2010,True,False,12,Barcelona - Sant Pere - Santa Caterina i la Ribera
103385565,Flat / apartment,Barcelona,940000,104,2,2,3,1900,True,False,13,Barcelona - Sant Pere - Santa Caterina i la Ribera
101149171,Penthouse,Barcelona,2500000,293,0,2,0,1830,True,False,14,Barcelona - Ciutat Vella
103160616,Flat / apartment,Barcelona,350000,113,4,2,5,1900,True,False,12,Barcelona - Ciutat Vella
104150044,Flat / apartment,Barcelona,370000,94,2,2,3,1925,True,False,12,Barcelona - Sant Pere - Santa Caterina i la Ribera
97353267,Flat / apartment,Barcelona,475000,155,4,2,1,1855,True,False,13,Barcelona - Ciutat Vella
101678251,Flat / apartment,Barcelona,795000,103,2,2,1,1934,True,False,13,Barcelona - Sant Pere - Santa Caterina i la Ribera
99874806,Flat / apartment,Barcelona,300000,67,2,1,3,1900,True,False,12,Barcelona - Ciutat Vella
103856838,Flat / apartment,Barcelona,410000,82,3,2,4,1975,True,False,12,Barcelona - El Camp d'En Grassot i Gràcia Nova
104154425,Flat / apartment,Barcelona,479000,145,2,1,0,1940,True,False,13,Barcelona - El Camp d'En Grassot i Gràcia Nova
104336634,Duplex,Barcelona,180000,126,3,2,0,1954,True,False,12,Barcelona - Can Peguera - El Turó de la Peira
102842169,Flat / apartment,Barcelona,59300,31,2,1,0,1968,False,False,10,Barcelona - Nou Barris
103662585,Flat / apartment,Barcelona,139500,62,2,1,3,1959,True,False,11,Barcelona - Can Peguera - El Turó de la Peira
102563733,Flat / apartment,Barcelona,690000,134,4,2,3,1992,True,False,13,Barcelona - La Vila Olímpica del Poblenou
100239333,Flat / apartment,Barcelona,520000,108,3,2,2,1992,True,False,13,Barcelona - La Vila Olímpica del Poblenou
103163300,Flat / apartment,Barcelona,932000,125,3,2,0,1940,False,False,13,Barcelona - Eixample
101180121,Flat / apartment,Barcelona,365000,79,1,1,4,1903,True,False,12,Barcelona - La Sagrada Família
102820865,Flat / apartment,Barcelona,330000,72,4,1,3,1938,True,False,12,Barcelona - La Sagrada Família
103351431,Flat / apartment,Barcelona,270000,50,1,1,4,1930,True,False,12,Barcelona - La Sagrada Família
103932067,Flat / apartment,Barcelona,380000,74,1,1,0,1924,True,False,12,Barcelona - La Sagrada Família
102704915,Flat / apartment,Barcelona,330000,72,4,1,3,1938,False,False,12,Barcelona - La Sagrada Família
103940517,Flat / apartment,Barcelona,350000,42,2,1,2,1929,False,False,12,Barcelona - La Sagrada Família
104302790,Flat / apartment,Barcelona,265000,50,2,1,2,1940,True,False,12,Barcelona - Eixample
104389110,Flat / apartment,Barcelona,308000,66,3,1,1,1936,True,False,12,Barcelona - La Sagrada Família
103075841,Flat / apartment,Barcelona,430000,164,3,2,0,1979,True,False,12,Barcelona - El Carmel
96813926,Flat / apartment,Barcelona,305000,76,2,2,0,1970,True,False,12,Barcelona - El Carmel
102533813,Flat / apartment,Barcelona,123300,69,3,1,2,1970,False,False,11,Barcelona - Horta Guinardó
101868951,House,Barcelona,235000,96,4,2,0,1955,False,False,12,Barcelona - El Carmel
100282427,Semi-detached house,Barcelona,235000,96,4,2,2,1955,False,False,12,Barcelona - El Carmel
103718473,Flat / apartment,Barcelona,189000,65,3,1,3,1970,True,False,12,Barcelona - El Carmel
102961028,Penthouse,Barcelona,199500,65,2,1,4,1970,True,False,12,Barcelona - Horta Guinardó
103879358,Flat / apartment,Barcelona,117600,67,2,1,0,1970,False,False,11,Barcelona - Horta Guinardó
103133761,Flat / apartment,Sant Adriá de Besós,150000,69,3,1,10,1970,True,False,11,Sant Adriá de Besós - El Besós
98264311,Flat / apartment,Barcelona,2650000,219,4,4,2,2023,True,False,14,Barcelona - La Dreta de l'Eixample
104249392,Flat / apartment,Barcelona,1500000,161,3,3,3,1901,True,False,14,Barcelona - La Dreta de l'Eixample
103227574,Flat / apartment,Barcelona,895000,129,2,2,4,1900,True,False,13,Barcelona - La Dreta de l'Eixample
100026242,Flat / apartment,Barcelona,1300000,216,6,3,0,1903,True,False,14,Barcelona - La Dreta de l'Eixample
103830579,Flat / apartment,Barcelona,600000,111,3,2,2,1984,True,False,13,Barcelona - La Dreta de l'Eixample
103846081,Flat / apartment,Barcelona,1780000,195,4,2,1,1910,True,False,14,Barcelona - La Dreta de l'Eixample
104365753,Flat / apartment,Barcelona,938840,131,3,2,1,1920,True,False,13,Barcelona - La Dreta de l'Eixample
104366374,Flat / apartment,Barcelona,603480,87,2,2,1,1920,False,False,13,Barcelona - La Dreta de l'Eixample
103880916,Flat / apartment,Barcelona,498000,132,2,2,0,1890,True,False,13,Barcelona - La Dreta de l'Eixample
103697199,Flat / apartment,Barcelona,2300000,363,7,4,1,1919,True,False,14,Barcelona - La Dreta de l'Eixample
103833856,Flat / apartment,Barcelona,1700000,280,3,3,0,1900,True,False,14,Barcelona - La Dreta de l'Eixample
97312522,Flat / apartment,Barcelona,1300000,110,2,2,1,1920,True,False,14,Barcelona - La Dreta de l'Eixample
104218758,Penthouse,Barcelona,1275000,188,2,2,5,1997,True,False,14,Barcelona - La Dreta de l'Eixample
103684992,Flat / apartment,Barcelona,1150000,187,4,2,3,1899,True,False,13,Barcelona - La Dreta de l'Eixample
104101684,Flat / apartment,Barcelona,1740000,206,3,4,2,1940,True,True,14,Barcelona - Eixample
103315173,Flat / apartment,Barcelona,950000,239,6,2,2,1920,True,False,13,Barcelona - La Dreta de l'Eixample
100269640,Flat / apartment,Barcelona,380000,130,4,2,2,1920,True,False,12,Barcelona - La Dreta de l'Eixample
104226768,Flat / apartment,Barcelona,750000,138,5,3,1,1920,True,False,13,Barcelona - La Dreta de l'Eixample
103126180,Flat / apartment,Barcelona,1000000,146,3,2,1,1920,True,False,13,Barcelona - La Dreta de l'Eixample
103681742,Flat / apartment,Barcelona,1150000,187,4,2,3,1899,True,False,13,Barcelona - La Dreta de l'Eixample
100667345,Flat / apartment,Barcelona,1290000,95,2,2,8,2006,True,True,14,Barcelona - La Dreta de l'Eixample
102892136,Flat / apartment,Barcelona,950000,90,2,2,4,1920,True,True,13,Barcelona - La Dreta de l'Eixample
102835560,Flat / apartment,Barcelona,550000,93,4,2,2,1975,True,False,13,Barcelona - Eixample
103338832,Flat / apartment,Barcelona,440000,89,2,1,1,1920,True,False,12,Barcelona - La Dreta de l'Eixample
102703335,Flat / apartment,Barcelona,194300,65,4,1,1,1940,False,False,12,Barcelona - Eixample
104122943,Flat / apartment,Barcelona,520000,111,4,2,2,1976,True,False,13,Barcelona - La Nova Esquerra de l'Eixample
104036435,Flat / apartment,Barcelona,365000,76,3,1,2,1976,True,False,12,Barcelona - La Nova Esquerra de l'Eixample
104381458,Flat / apartment,Barcelona,490000,115,5,1,3,1925,True,False,13,Barcelona - La Nova Esquerra de l'Eixample
104381540,Flat / apartment,Barcelona,490000,115,5,1,3,1925,True,False,13,Barcelona - La Nova Esquerra de l'Eixample
104390369,Flat / apartment,Barcelona,570000,100,4,2,3,1963,True,False,13,Barcelona - La Nova Esquerra de l'Eixample
101626277,Penthouse,Barcelona,395000,85,2,1,5,1900,True,False,12,Barcelona - La Nova Esquerra de l'Eixample
104126121,Flat / apartment,Barcelona,240000,76,1,1,2,1995,True,False,12,Barcelona - La Nova Esquerra de l'Eixample
104148046,Flat / apartment,Barcelona,330000,83,3,1,3,1952,True,False,12,Barcelona - La Nova Esquerra de l'Eixample
100665229,Flat / apartment,Barcelona,275000,65,1,1,1,1900,False,False,12,Barcelona - La Nova Esquerra de l'Eixample
103691545,Flat / apartment,Barcelona,239000,51,2,1,1,1963,False,False,12,Barcelona - La Nova Esquerra de l'Eixample
103628918,Flat / apartment,Barcelona,650000,120,3,2,0,1940,True,False,13,Barcelona - Eixample
104342838,Flat / apartment,Barcelona,280000,80,3,1,2,1963,False,False,12,Barcelona - La Nova Esquerra de l'Eixample
103094965,Flat / apartment,Barcelona,319000,80,3,1,3,1964,True,False,12,Barcelona - La Sagrera
104276729,Flat / apartment,Barcelona,390000,99,4,2,0,1964,True,False,12,Barcelona - La Sagrera
100405276,Flat / apartment,Barcelona,349000,77,2,1,1,2024,True,False,12,Barcelona - La Sagrera
101749218,Flat / apartment,Barcelona,196000,49,3,1,4,1969,False,False,12,Barcelona - Sant Andreu
103704007,Flat / apartment,Barcelona,265000,77,2,2,0,1926,True,False,12,Barcelona - El Clot
104173020,Flat / apartment,Barcelona,128557,32,1,1,0,1989,True,False,11,Barcelona - El Clot
102607645,Flat / apartment,Barcelona,330000,109,4,2,1,1982,True,False,12,Barcelona - El Clot
103818545,Flat / apartment,Barcelona,199650,32,1,1,4,1975,True,False,12,Barcelona - El Clot
104109786,Flat / apartment,Barcelona,650000,73,2,1,4,1920,True,False,13,Barcelona - L'Antiga Esquerra de l'Eixample
103404288,Penthouse,Barcelona,745000,101,2,2,5,1910,True,False,13,Barcelona - Eixample
102779576,Flat / apartment,Barcelona,627000,104,4,3,2,1965,True,False,13,Barcelona - L'Antiga Esquerra de l'Eixample
104354598,Flat / apartment,Barcelona,665000,107,4,2,4,1964,True,False,13,Barcelona - L'Antiga Esquerra de l'Eixample
104272472,Flat / apartment,Barcelona,825000,121,3,2,3,1940,True,False,13,Barcelona - L'Antiga Esquerra de l'Eixample
102548293,Flat / apartment,Barcelona,570000,111,4,2,0,1940,True,False,13,Barcelona - L'Antiga Esquerra de l'Eixample
88590770,Flat / apartment,Barcelona,1295000,135,4,2,2,1890,True,False,14,Barcelona - Eixample
104108963,Flat / apartment,Barcelona,320000,73,2,1,2,1940,True,False,12,Barcelona - Eixample
102926182,Flat / apartment,Barcelona,230000,66,2,1,1,1973,True,False,12,Barcelona - Sant Andreu
102873904,House,Barcelona,740000,184,4,3,0,1930,False,True,13,Barcelona - Sant Andreu
104033548,Flat / apartment,Barcelona,252000,60,3,1,1,1962,True,False,12,Barcelona - Sant Andreu
101596687,Flat / apartment,Barcelona,300500,84,4,1,2,1900,False,False,12,Barcelona - Sant Antoni
101286253,Flat / apartment,Barcelona,850000,374,2,4,1,1972,True,False,13,Barcelona - Sant Antoni
104031003,Flat / apartment,Barcelona,450000,101,5,2,4,1970,True,False,13,Barcelona - Sant Antoni
103475133,Flat / apartment,Barcelona,250000,40,1,1,4,1933,True,False,12,Barcelona - Sant Antoni
1657248,Flat / apartment,Barcelona,420000,110,4,2,2,1933,True,False,12,Barcelona - Sant Antoni
101849171,Flat / apartment,Barcelona,149000,40,1,1,0,1953,True,False,11,Barcelona - El Putxet i el Farró
103574175,Flat / apartment,Barcelona,1195000,170,4,4,1,1964,True,False,13,Barcelona - El Putxet i el Farró
104332262,Flat / apartment,Barcelona,269000,70,2,1,5,2003,True,True,12,Barcelona - Porta
103004427,Flat / apartment,Barcelona,79000,47,2,1,1,1964,True,False,11,Barcelona - Porta
101873757,Flat / apartment,Barcelona,385000,76,3,1,3,1964,True,False,12,Barcelona - Porta
101800852,Flat / apartment,Barcelona,2600000,132,4,2,21,2008,True,False,14,Barcelona - Sant Martí
103355476,Flat / apartment,Barcelona,279900,82,3,1,7,1970,True,False,12,Barcelona - Diagonal Mar i el Front Marítim del Poblenou
94212317,Flat / apartment,Barcelona,450000,75,2,1,6,2007,True,True,13,Barcelona - Diagonal Mar i el Front Marítim del Poblenou
103482277,Flat / apartment,Barcelona,1690000,180,3,2,10,2008,False,True,14,Barcelona - Diagonal Mar i el Front Marítim del Poblenou
104372868,Flat / apartment,Barcelona,390000,80,2,1,1,2001,True,True,12,Barcelona - Diagonal Mar i el Front Marítim del Poblenou
101510170,Flat / apartment,Barcelona,1800000,190,3,2,24,1971,True,True,14,Barcelona - Sant Martí
103919556,Penthouse,Barcelona,350000,80,2,1,0,1877,True,False,12,Barcelona - Sants-Montjuïc
104379331,Flat / apartment,Barcelona,187000,60,3,1,3,1936,True,False,12,Barcelona - El Poble Sec - Parc de Montjuïc
102627750,Flat / apartment,Barcelona,240000,60,3,1,1,1890,True,False,12,Barcelona - El Poble Sec - Parc de Montjuïc
103386486,Flat / apartment,Barcelona,263000,102,4,1,10,1978,True,False,12,Barcelona - El Poble Sec - Parc de Montjuïc
103016589,Duplex,Barcelona,697000,147,3,3,0,1950,True,False,13,Barcelona - Vila de Gràcia
104349529,Flat / apartment,Barcelona,379000,59,2,1,2,1928,True,False,12,Barcelona - Vila de Gràcia
104355931,Flat / apartment,Barcelona,420000,80,3,2,5,1965,True,False,12,Barcelona - Vila de Gràcia
103544939,Flat / apartment,Barcelona,320000,74,3,1,1,1976,True,False,12,Barcelona - Vila de Gràcia
103768173,Flat / apartment,Barcelona,685000,148,3,2,3,1950,True,False,13,Barcelona - Vila de Gràcia
104150679,Flat / apartment,Barcelona,945000,197,3,2,4,1959,True,False,13,Barcelona - Vila de Gràcia
104230823,Flat / apartment,Barcelona,525000,68,2,1,2,1970,True,False,13,Barcelona - Vila de Gràcia
102182951,Flat / apartment,Barcelona,570000,107,3,2,3,1880,True,False,13,Barcelona - Vila de Gràcia
104311667,Flat / apartment,Barcelona,515000,88,4,1,0,1898,True,False,13,Barcelona - Vila de Gràcia
104150542,Flat / apartment,Barcelona,420000,92,3,2,5,1950,False,False,12,Barcelona - Vila de Gràcia
103904613,Flat / apartment,Barcelona,529000,110,4,2,3,1980,True,False,13,Barcelona - Vila de Gràcia
104198252,Flat / apartment,Barcelona,995000,178,6,3,2,1950,True,False,13,Barcelona - Vila de Gràcia
104199401,Penthouse,Barcelona,600000,72,4,2,6,1965,True,False,13,Barcelona - Gràcia
103816894,Flat / apartment,Barcelona,224759,78,2,2,2,2010,False,True,12,Barcelona - La Marina del Prat Vermell
98693661,Terraced house,Barcelona,1050000,240,5,3,5,2006,False,True,13,Barcelona - Sarrià-Sant Gervasi
98060808,Flat / apartment,Barcelona,900000,120,3,2,0,2001,True,True,13,Barcelona - Sarrià
102775784,Flat / apartment,Barcelona,1650000,215,6,3,7,1970,False,True,14,Barcelona - Sarrià
104106582,Duplex,Barcelona,1790000,205,4,3,5,2000,True,True,14,Barcelona - Sarrià
101904647,Semi-detached house,Barcelona,2750000,330,7,3,3,1973,False,False,14,Barcelona - Sarrià-Sant Gervasi
102567849,Flat / apartment,Barcelona,379000,107,4,2,0,1959,True,False,12,Barcelona - El Guinardó
104398571,Flat / apartment,Barcelona,125000,35,1,1,0,1965,True,False,11,Barcelona - El Guinardó
104299608,Flat / apartment,Barcelona,200000,69,3,1,1,1968,True,False,12,Barcelona - El Guinardó
100238516,Flat / apartment,Barcelona,280000,115,4,2,2,1951,True,False,12,Barcelona - El Guinardó
102834058,Flat / apartment,Barcelona,475000,102,3,3,2,2023,True,False,13,Barcelona - El Guinardó
100640649,Flat / apartment,Barcelona,210000,75,3,1,0,1975,True,False,12,Barcelona - Horta Guinardó
100584973,Flat / apartment,Barcelona,200000,69,3,1,1,1968,True,False,12,Barcelona - El Guinardó
102623575,Flat / apartment,Barcelona,198000,65,3,1,2,1971,False,False,12,Barcelona - El Guinardó
104061046,Flat / apartment,Barcelona,225000,104,4,2,7,1974,True,False,12,Barcelona - Canyelles
101998476,Flat / apartment,Barcelona,385000,213,4,2,0,1971,False,False,12,Barcelona - Sant Martí
103871566,Flat / apartment,Barcelona,335000,106,4,1,4,1965,True,False,12,Barcelona - Sant Martí de Provençals
104002572,Flat / apartment,Barcelona,249000,71,3,1,6,1967,True,False,12,Barcelona - Sant Martí de Provençals
101936126,Flat / apartment,Barcelona,198000,74,3,1,1,1971,False,False,12,Barcelona - Sant Martí
89259058,Flat / apartment,Barcelona,212000,68,2,1,1,1971,True,False,12,Barcelona - Sant Martí de Provençals
103608660,Flat / apartment,Barcelona,219000,68,3,1,2,1958,True,False,12,Barcelona - Sant Martí
100842109,Flat / apartment,Barcelona,555000,120,3,2,0,1969,True,False,13,Barcelona - Sants-Montjuïc
103180766,Flat / apartment,Barcelona,410000,107,4,2,8,1986,True,True,12,Barcelona - La Marina del Port
100330965,Flat / apartment,Barcelona,520000,134,3,2,0,2011,True,False,13,Barcelona - La Marina del Port
103923630,Flat / apartment,Barcelona,240000,78,3,1,3,1977,True,False,12,Barcelona - La Marina del Port
103317892,Flat / apartment,Barcelona,359000,106,3,2,6,1969,False,False,12,Barcelona - Sants-Montjuïc
96509838,Flat / apartment,Barcelona,197000,74,3,1,6,1977,True,False,12,Barcelona - La Marina del Port
104332106,Flat / apartment,Barcelona,225000,81,3,1,5,1977,True,False,12,Barcelona - La Marina del Port
104347844,Penthouse,Barcelona,110000,37,2,1,4,1960,True,False,11,Barcelona - Les Roquetes
104022117,Flat / apartment,Barcelona,153000,70,3,1,0,1968,True,False,11,Barcelona - Les Roquetes
103808134,Flat / apartment,Barcelona,174000,96,4,2,1,1968,False,False,12,Barcelona - Nou Barris
90522824,Flat / apartment,Barcelona,175000,66,3,1,2,1964,True,False,12,Barcelona - Nou Barris
97899508,Flat / apartment,Barcelona,147000,65,3,1,3,1968,True,False,11,Barcelona - Nou Barris
103889348,Flat / apartment,Barcelona,58650,66,2,1,0,1968,True,False,10,Barcelona - Les Roquetes
104072659,Flat / apartment,Santa Coloma de Gramenet,195000,73,3,1,2,1970,True,False,12,Santa Coloma de Gramenet - Riu
103946873,Detached house,Santa Coloma de Gramenet,210000,84,3,1,2,1955,False,False,12,Santa Coloma de Gramenet - Singuerlín
97694451,Flat / apartment,Santa Coloma de Gramenet,175000,95,4,1,1,1969,True,False,12,Santa Coloma de Gramenet - Santa Rosa - Can Mariner
102449107,Duplex,Santa Coloma de Gramenet,317000,87,3,3,1,2005,True,True,12,Santa Coloma de Gramenet - Riu
103786628,Penthouse,Santa Coloma de Gramenet,169000,61,3,1,3,1969,True,False,12,Santa Coloma de Gramenet - Santa Rosa - Can Mariner
104367428,Flat / apartment,Santa Coloma de Gramenet,90000,70,3,1,1,1977,False,False,11,Santa Coloma de Gramenet - Riera Alta - Llatí
103918152,Flat / apartment,Santa Coloma de Gramenet,108000,55,3,1,0,1969,True,False,11,Santa Coloma de Gramenet - Santa Rosa - Can Mariner
104312526,Penthouse,Santa Coloma de Gramenet,199500,100,3,1,4,1972,True,False,12,Santa Coloma de Gramenet - Santa Coloma de Gramenet
103257252,Flat / apartment,Santa Coloma de Gramenet,139000,69,3,1,0,1976,True,False,11,Santa Coloma de Gramenet - Riera Alta - Llatí
104202827,Flat / apartment,Santa Coloma de Gramenet,140000,73,3,1,1,1970,True,False,11,Santa Coloma de Gramenet - Santa Coloma de Gramenet
103716267,Flat / apartment,Santa Coloma de Gramenet,226000,75,3,2,1,2000,True,False,12,Santa Coloma de Gramenet - Singuerlín
103838262,Flat / apartment,Santa Coloma de Gramenet,139000,69,3,1,2,1976,False,False,11,Santa Coloma de Gramenet - Riera Alta - Llatí
95368528,Flat / apartment,Santa Coloma de Gramenet,96000,72,3,1,2,1970,False,False,11,Santa Coloma de Gramenet - Santa Coloma de Gramenet
102939306,Flat / apartment,Santa Coloma de Gramenet,249900,100,2,1,0,1971,True,False,12,Santa Coloma de Gramenet - Riera Alta - Llatí
103888614,Flat / apartment,Santa Coloma de Gramenet,98500,55,3,1,1,1973,True,False,11,Santa Coloma de Gramenet - El Raval
101503974,Flat / apartment,Santa Coloma de Gramenet,177000,74,3,1,2,1975,True,False,12,Santa Coloma de Gramenet - Santa Coloma de Gramenet
