"id","property_type","city","price","sq_m_built","n_bedrooms","bathrooms","floor","year_built","exterior","parking","log_price","city-neighborhood"
104384879,Flat / apartment,Barcelona,590000,111,4,2,0,1969,False,True,13,Barcelona - Les Corts
104148815,Flat / apartment,Barcelona,490000,91,3,2,7,1967,True,False,13,Barcelona - Les Corts
104203234,Flat / apartment,Barcelona,375000,77,2,1,1,1978,True,False,12,Barcelona - Les Corts
104300625,Flat / apartment,Barcelona,590000,111,4,2,1,1975,True,False,13,Barcelona - Les Corts
104309639,Flat / apartment,Barcelona,1425000,145,3,2,0,2015,True,True,14,Barcelona - Les Corts
100765404,Flat / apartment,Barcelona,395000,83,1,1,1,1936,True,False,12,Barcelona - Les Corts
104250983,Flat / apartment,Barcelona,280000,55,3,1,0,1969,True,False,12,Barcelona - Les Corts
104168180,Penthouse,Barcelona,420000,79,3,1,5,1965,True,False,12,Barcelona - Les Corts
104155613,Flat / apartment,Barcelona,535000,115,4,2,5,1963,True,False,13,Barcelona - Les Corts
104294917,Flat / apartment,Barcelona,445000,125,4,2,4,1972,True,False,13,Barcelona - Les Corts
104144855,Flat / apartment,Barcelona,490000,112,3,3,1,1973,True,False,13,Barcelona - Les Corts
103574383,Flat / apartment,Barcelona,280000,80,3,1,2,1970,True,False,12,Barcelona - Les Corts
104338473,Penthouse,Barcelona,156000,60,2,1,4,1971,True,False,11,Barcelona - Verdun
102754139,Flat / apartment,Barcelona,198000,93,4,2,4,2006,True,False,12,Barcelona - Verdun
104232801,Flat / apartment,Barcelona,190000,67,2,2,2,1972,True,False,12,Barcelona - Nou Barris
104322322,Flat / apartment,Barcelona,186000,62,2,2,2,1971,True,False,12,Barcelona - Verdun
100592689,Flat / apartment,Barcelona,170000,105,3,2,0,1968,True,False,12,Barcelona - Nou Barris
104175529,Flat / apartment,Barcelona,388000,87,4,2,3,1973,True,False,12,Barcelona - El Camp de l'Arpa del Clot
104358516,Flat / apartment,Barcelona,359500,86,3,1,4,1969,False,False,12,Barcelona - El Camp de l'Arpa del Clot
103356724,Penthouse,Barcelona,379000,110,3,1,5,1969,True,False,12,Barcelona - El Camp de l'Arpa del Clot
103664633,Flat / apartment,Barcelona,215900,56,2,1,4,1964,True,False,12,Barcelona - El Camp de l'Arpa del Clot
104154479,Flat / apartment,Barcelona,325000,88,3,2,1,1963,True,False,12,Barcelona - El Camp de l'Arpa del Clot
103589935,Flat / apartment,Barcelona,231000,60,3,1,1,1969,False,False,12,Barcelona - El Camp de l'Arpa del Clot
104095607,Flat / apartment,Barcelona,359000,81,4,2,5,1978,True,False,12,Barcelona - El Camp de l'Arpa del Clot
103619225,Flat / apartment,Barcelona,231000,60,3,1,1,1969,False,False,12,Barcelona - El Camp de l'Arpa del Clot
102916381,Flat / apartment,Barcelona,376000,83,3,2,5,1974,False,False,12,Barcelona - El Camp de l'Arpa del Clot
104090815,Duplex,Barcelona,330000,88,3,2,0,1990,True,True,12,Barcelona - El Camp de l'Arpa del Clot
103582796,Flat / apartment,Barcelona,231000,60,3,1,0,1969,True,False,12,Barcelona - Sant Martí
102713194,Flat / apartment,Barcelona,380000,85,4,2,3,1974,True,False,12,Barcelona - El Camp de l'Arpa del Clot
99784886,Flat / apartment,Barcelona,144000,58,2,1,-1,1920,False,False,11,Barcelona - Sant Martí
103866402,Flat / apartment,Barcelona,725000,157,3,3,1,1946,True,False,13,Barcelona - El Raval
95599764,Flat / apartment,Barcelona,185000,44,2,1,1,1900,False,False,12,Barcelona - Ciutat Vella
104300401,Flat / apartment,Barcelona,1040000,258,5,2,0,1900,True,False,13,Barcelona - Ciutat Vella
100571472,Flat / apartment,Barcelona,185000,50,3,1,3,1850,True,False,12,Barcelona - El Raval
103771029,Studio flat,Barcelona,378000,55,0,1,0,1900,False,False,12,Barcelona - Ciutat Vella
104240726,Flat / apartment,Barcelona,320000,104,4,2,1,1936,False,False,12,Barcelona - El Raval
104202077,Flat / apartment,Barcelona,198000,58,3,1,1,1890,False,False,12,Barcelona - El Raval
100674193,Flat / apartment,Barcelona,523000,61,2,2,3,1900,True,False,13,Barcelona - El Raval
104301805,Flat / apartment,Barcelona,199000,57,1,1,2,2001,True,False,12,Barcelona - El Raval
101893372,Flat / apartment,Barcelona,226000,80,4,2,4,1900,False,False,12,Barcelona - Ciutat Vella
104325329,Flat / apartment,Barcelona,199000,73,1,1,4,1999,False,False,12,Barcelona - El Raval
93498837,Flat / apartment,Barcelona,1200000,166,3,3,3,1890,True,False,13,Barcelona - El Raval
103712467,Flat / apartment,Barcelona,99000,35,2,1,3,1900,True,False,11,Barcelona - El Raval
104330171,Studio flat,Barcelona,330000,52,0,1,2,1900,True,False,12,Barcelona - El Raval
101719944,Duplex,Barcelona,325000,113,3,2,4,1900,True,False,12,Barcelona - El Raval
104259056,Flat / apartment,Barcelona,165000,49,1,1,1,1860,False,False,12,Barcelona - El Raval
102977636,Flat / apartment,Barcelona,220000,36,1,1,3,1900,False,False,12,Barcelona - El Raval
98288752,Penthouse,Barcelona,1500000,214,2,2,3,1900,True,False,14,Barcelona - El Raval
102646190,Flat / apartment,Barcelona,189000,64,3,2,4,1900,False,False,12,Barcelona - Ciutat Vella
103906336,Flat / apartment,Barcelona,220000,36,1,1,3,1860,True,False,12,Barcelona - Ciutat Vella
104066167,Flat / apartment,Barcelona,169000,39,1,1,1,1860,True,False,12,Barcelona - Ciutat Vella
102092724,Penthouse,Barcelona,189900,51,2,1,5,1900,True,False,12,Barcelona - El Raval
103848551,Flat / apartment,Barcelona,165000,50,3,1,2,1848,True,False,12,Barcelona - El Raval
96564655,Flat / apartment,Barcelona,104300,38,2,1,2,1900,False,False,11,Barcelona - Ciutat Vella
96220049,Flat / apartment,Barcelona,145000,38,2,1,2,1900,False,False,11,Barcelona - El Raval
100743451,Penthouse,Barcelona,1240000,232,6,4,4,1900,True,False,14,Barcelona - Ciutat Vella
103013559,Flat / apartment,Barcelona,1400000,192,3,4,3,1900,True,False,14,Barcelona - Ciutat Vella
104105110,Flat / apartment,Barcelona,695000,116,2,2,1,1936,True,False,13,Barcelona - Ciutat Vella
100018877,Penthouse,Barcelona,495000,65,2,1,5,1890,True,False,13,Barcelona - El Gòtic
104346472,Flat / apartment,Barcelona,600000,145,6,1,2,1890,True,False,13,Barcelona - El Gòtic
103491200,Flat / apartment,Barcelona,349000,81,2,1,4,1809,True,False,12,Barcelona - El Gòtic
101953331,Flat / apartment,Barcelona,450000,63,1,1,0,1890,True,False,13,Barcelona - El Gòtic
99573957,Flat / apartment,Barcelona,410000,90,3,2,3,1890,True,False,12,Barcelona - El Gòtic
102823488,Flat / apartment,Barcelona,770000,130,2,2,1,1900,True,False,13,Barcelona - El Gòtic
104192123,Flat / apartment,Barcelona,995000,130,3,2,2,1890,True,False,13,Barcelona - El Gòtic
104155528,Penthouse,Barcelona,325000,65,1,1,6,1900,True,False,12,Barcelona - El Gòtic
102645714,Flat / apartment,Barcelona,295000,53,2,1,2,1890,True,False,12,Barcelona - El Gòtic
103499986,Studio flat,Barcelona,495000,65,0,1,5,1890,True,False,13,Barcelona - El Gòtic
103377378,Penthouse,Barcelona,365000,60,2,1,2,1870,True,False,12,Barcelona - El Gòtic
91869106,Flat / apartment,Barcelona,265500,82,3,2,4,1850,True,False,12,Barcelona - El Gòtic
101100307,Penthouse,Barcelona,495000,95,2,1,5,1900,True,False,13,Barcelona - El Gòtic
104254328,Flat / apartment,Barcelona,335000,140,4,2,1,1850,True,False,12,Barcelona - El Gòtic
103782431,Flat / apartment,Barcelona,570000,122,4,1,1,1856,True,False,13,Barcelona - Ciutat Vella
103894073,Penthouse,Barcelona,495000,95,2,1,5,1885,True,False,13,Barcelona - El Gòtic
102023517,Penthouse,Barcelona,495000,65,2,1,5,1885,True,False,13,Barcelona - El Gòtic
102423796,Flat / apartment,Barcelona,310000,60,1,1,1,1900,True,False,12,Barcelona - El Gòtic
100039220,Penthouse,Barcelona,495000,65,2,1,5,1890,True,False,13,Barcelona - El Gòtic
103113455,Flat / apartment,Barcelona,174500,48,1,1,3,1900,True,False,12,Barcelona - Ciutat Vella
103347329,Flat / apartment,Barcelona,187000,45,1,1,0,1900,True,False,12,Barcelona - Ciutat Vella
102541902,Flat / apartment,Barcelona,205000,47,1,1,4,1949,True,False,12,Barcelona - La Barceloneta
33886411,Flat / apartment,Barcelona,445000,120,4,2,1,1936,True,False,13,Barcelona - La Barceloneta
102980722,Flat / apartment,Barcelona,170000,34,1,1,0,1900,True,False,12,Barcelona - La Barceloneta
104349384,Flat / apartment,Barcelona,170000,33,1,1,0,1900,True,False,12,Barcelona - Ciutat Vella
101734400,Flat / apartment,Barcelona,220000,40,2,1,3,1936,True,False,12,Barcelona - La Barceloneta
103872512,Duplex,Barcelona,260000,80,2,2,1,1900,True,False,12,Barcelona - Ciutat Vella
104318010,Flat / apartment,Barcelona,218000,66,1,1,0,1936,True,False,12,Barcelona - La Barceloneta
104027464,Flat / apartment,Barcelona,290000,52,3,1,2,1966,True,False,12,Barcelona - Horta
104345832,Flat / apartment,Barcelona,215000,59,3,1,1,1968,True,True,12,Barcelona - Horta
103268054,Flat / apartment,Barcelona,163000,59,3,1,0,1972,True,False,12,Barcelona - Horta
96647125,Flat / apartment,Barcelona,98000,64,3,1,5,1967,True,False,11,Barcelona - Ciutat Meridiana - Torre Baró - Vallbona
102148423,Flat / apartment,Barcelona,140000,72,3,1,0,1971,True,False,11,Barcelona - Ciutat Meridiana - Torre Baró - Vallbona
102561294,Flat / apartment,Barcelona,96000,59,1,1,3,1969,True,False,11,Barcelona - Ciutat Meridiana - Torre Baró - Vallbona
102550508,Flat / apartment,Barcelona,121000,79,2,1,10,1969,True,False,11,Barcelona - Ciutat Meridiana - Torre Baró - Vallbona
101614651,Flat / apartment,Barcelona,120000,67,3,1,4,1971,True,False,11,Barcelona - Ciutat Meridiana - Torre Baró - Vallbona
103715368,Flat / apartment,Barcelona,231000,72,3,1,1,1965,True,False,12,Barcelona - La Verneda i la Pau
102724211,Flat / apartment,Barcelona,298000,78,1,2,4,1900,True,False,12,Barcelona - Sant Pere - Santa Caterina i la Ribera
104393746,Flat / apartment,Barcelona,390000,75,2,2,3,1925,True,False,12,Barcelona - Sant Pere - Santa Caterina i la Ribera
104022200,Flat / apartment,Barcelona,625000,111,2,2,2,1996,True,False,13,Barcelona - Ciutat Vella
103282504,Flat / apartment,Barcelona,650000,96,2,2,3,2012,False,False,13,Barcelona - Sant Pere - Santa Caterina i la Ribera
104117697,Flat / apartment,Barcelona,319000,80,3,1,3,1994,True,False,12,Barcelona - Sant Pere - Santa Caterina i la Ribera
103446630,Flat / apartment,Barcelona,600000,117,3,2,3,1925,True,False,13,Barcelona - Sant Pere - Santa Caterina i la Ribera
104336872,Flat / apartment,Barcelona,210000,40,1,1,1,1925,True,False,12,Barcelona - Sant Pere - Santa Caterina i la Ribera
91976414,Flat / apartment,Barcelona,712500,235,3,1,1,1925,True,False,13,Barcelona - Sant Pere - Santa Caterina i la Ribera
104293743,Duplex,Barcelona,395000,96,2,2,0,1850,False,False,12,Barcelona - Sant Pere - Santa Caterina i la Ribera
104209186,Flat / apartment,Barcelona,130000,30,1,1,3,1900,False,False,11,Barcelona - Sant Pere - Santa Caterina i la Ribera
100349503,Penthouse,Barcelona,495000,95,2,1,5,1885,True,False,13,Barcelona - Ciutat Vella
102148565,Flat / apartment,Barcelona,395000,94,3,2,2,1925,True,False,12,Barcelona - Sant Pere - Santa Caterina i la Ribera
101809170,Flat / apartment,Barcelona,795000,88,2,2,1,1934,True,False,13,Barcelona - Ciutat Vella
38149015,Flat / apartment,Barcelona,750000,127,3,2,1,1925,False,False,13,Barcelona - Sant Pere - Santa Caterina i la Ribera
103370735,Flat / apartment,Barcelona,149000,29,1,1,1,1925,False,False,11,Barcelona - Sant Pere - Santa Caterina i la Ribera
101611397,Flat / apartment,Barcelona,800000,171,6,1,0,1901,True,False,13,Barcelona - Eixample
103842659,Penthouse,Barcelona,545000,103,3,1,8,1965,False,False,13,Barcelona - El Fort Pienc
103061229,Flat / apartment,Barcelona,404000,75,3,2,1,1940,True,False,12,Barcelona - Eixample
104382608,Duplex,Barcelona,310000,75,2,2,0,1955,True,False,12,Barcelona - El Camp d'En Grassot i Gràcia Nova
103526281,Flat / apartment,Barcelona,515000,81,3,1,4,1920,True,False,13,Barcelona - El Camp d'En Grassot i Gràcia Nova
104345030,Studio flat,Barcelona,145000,30,0,1,3,1970,True,False,11,Barcelona - El Camp d'En Grassot i Gràcia Nova
102657569,Flat / apartment,Barcelona,729000,142,3,2,0,1922,False,False,13,Barcelona - Gràcia
99755126,Duplex,Barcelona,480000,70,1,2,0,2022,True,False,13,Barcelona - Gràcia
97764149,Penthouse,Barcelona,360000,86,2,2,4,1965,True,False,12,Barcelona - Gràcia
104361891,Flat / apartment,Barcelona,267000,90,4,2,1,1970,True,False,12,Barcelona - Can Peguera - El Turó de la Peira
93483608,Flat / apartment,Barcelona,139600,78,4,1,1,1959,False,False,11,Barcelona - Can Peguera - El Turó de la Peira
104112005,Flat / apartment,Barcelona,250000,67,3,1,3,1970,True,False,12,Barcelona - Can Peguera - El Turó de la Peira
104310886,Flat / apartment,Barcelona,139000,58,2,1,4,1967,True,False,11,Barcelona - La Prosperitat
103717337,Flat / apartment,Barcelona,160000,54,3,1,1,1965,False,False,11,Barcelona - La Prosperitat
101155844,Flat / apartment,Barcelona,200500,66,2,1,4,1979,True,False,12,Barcelona - La Prosperitat
103163310,Flat / apartment,Barcelona,827000,107,3,2,0,1940,False,False,13,Barcelona - Eixample
99982342,Flat / apartment,Barcelona,475000,99,4,2,5,1978,True,False,13,Barcelona - Eixample
104015987,Flat / apartment,Barcelona,299000,74,3,1,3,1962,True,False,12,Barcelona - La Sagrada Família
104303809,Flat / apartment,Barcelona,330000,72,4,1,3,1938,True,False,12,Barcelona - La Sagrada Família
103923897,Flat / apartment,Barcelona,443000,102,4,2,4,1946,True,False,13,Barcelona - La Sagrada Família
100370830,Flat / apartment,Barcelona,266300,55,2,1,0,1949,True,False,12,Barcelona - La Sagrada Família
98112844,Flat / apartment,Barcelona,469000,73,3,1,2,1961,True,False,13,Barcelona - La Sagrada Família
100557061,Flat / apartment,Barcelona,430000,95,3,2,2,1949,True,False,12,Barcelona - La Sagrada Família
104398307,Semi-detached house,Barcelona,200000,107,3,2,0,1955,False,False,12,Barcelona - El Carmel
102417647,Flat / apartment,Barcelona,459950,100,3,2,0,1970,True,False,13,Barcelona - El Carmel
103990956,Penthouse,Barcelona,490000,80,2,1,4,2010,True,False,13,Barcelona - El Carmel
103031573,Flat / apartment,Barcelona,490000,80,2,1,5,2011,True,True,13,Barcelona - El Carmel
102972950,Flat / apartment,Barcelona,490000,80,2,1,5,2011,True,True,13,Barcelona - El Carmel
104182426,Flat / apartment,Barcelona,209000,70,3,1,2,1970,True,False,12,Barcelona - El Carmel
103883528,Flat / apartment,Barcelona,240000,95,4,1,1,1970,True,False,12,Barcelona - El Carmel
104350409,Duplex,Sant Adriá de Besós,336500,134,3,3,4,1966,True,False,12,Sant Adriá de Besós - Sant Joan Baptista
102904965,Flat / apartment,Sant Adriá de Besós,335000,108,3,2,3,2003,True,True,12,Sant Adriá de Besós - Sant Adriá de Besós
104155749,Flat / apartment,Sant Adriá de Besós,143000,56,2,1,2,1971,True,False,11,Sant Adriá de Besós - Sant Joan Baptista
103890912,Flat / apartment,Sant Adriá de Besós,295000,145,4,2,2,1971,True,False,12,Sant Adriá de Besós - Sant Joan Baptista
104249686,Penthouse,Sant Adriá de Besós,285000,116,2,2,0,1972,False,False,12,Sant Adriá de Besós - Sant Adriá de Besós
103499205,Terraced house,Sant Adriá de Besós,420000,182,6,2,3,1971,False,False,12,Sant Adriá de Besós - Sant Joan Baptista
103474734,Flat / apartment,Sant Adriá de Besós,362000,90,4,2,1,1985,True,False,12,Sant Adriá de Besós - Sant Adriá de Besós
101941647,Flat / apartment,Barcelona,1107780,139,3,2,3,1910,True,False,13,Barcelona - La Dreta de l'Eixample
103633090,Flat / apartment,Barcelona,1650000,190,4,3,3,1920,True,False,14,Barcelona - La Dreta de l'Eixample
103495003,Flat / apartment,Barcelona,850000,131,3,2,1,1979,True,False,13,Barcelona - La Dreta de l'Eixample
99556121,Flat / apartment,Barcelona,1700000,150,3,3,1,1880,True,False,14,Barcelona - Eixample
103393409,Flat / apartment,Barcelona,2150000,187,3,3,7,1998,True,False,14,Barcelona - La Dreta de l'Eixample
104329492,Flat / apartment,Barcelona,1050000,100,2,2,3,1900,True,False,13,Barcelona - Eixample
103515483,Flat / apartment,Barcelona,525000,86,2,1,5,1920,True,False,13,Barcelona - La Dreta de l'Eixample
102633903,Flat / apartment,Barcelona,390000,120,3,2,1,1890,False,False,12,Barcelona - La Dreta de l'Eixample
104091327,Penthouse,Barcelona,550000,141,2,1,9,1969,True,False,13,Barcelona - Eixample
104375037,Flat / apartment,Barcelona,525000,86,2,1,5,1920,True,False,13,Barcelona - La Dreta de l'Eixample
102740268,Duplex,Barcelona,790000,100,2,2,3,1920,True,False,13,Barcelona - La Dreta de l'Eixample
103944918,Flat / apartment,Barcelona,1695000,181,4,3,1,1910,True,False,14,Barcelona - La Dreta de l'Eixample
99864492,Flat / apartment,Barcelona,400000,104,4,1,1,1981,False,False,12,Barcelona - La Dreta de l'Eixample
102765535,Flat / apartment,Barcelona,550000,128,3,2,5,1890,True,False,13,Barcelona - La Dreta de l'Eixample
102954657,Flat / apartment,Barcelona,399000,90,3,1,3,1900,True,False,12,Barcelona - La Dreta de l'Eixample
102989907,Flat / apartment,Barcelona,425000,79,2,2,7,1972,False,False,12,Barcelona - La Nova Esquerra de l'Eixample
103365514,Flat / apartment,Barcelona,395000,96,4,2,1,1974,True,False,12,Barcelona - La Nova Esquerra de l'Eixample
104273382,Flat / apartment,Barcelona,950000,140,3,2,4,1949,True,False,13,Barcelona - La Nova Esquerra de l'Eixample
104392244,Flat / apartment,Barcelona,490000,115,5,1,3,1925,False,False,13,Barcelona - La Nova Esquerra de l'Eixample
103924042,Flat / apartment,Barcelona,550000,108,5,3,1,1979,True,False,13,Barcelona - La Nova Esquerra de l'Eixample
104263135,Flat / apartment,Barcelona,395000,80,3,1,5,1940,True,False,12,Barcelona - Eixample
102991496,Flat / apartment,Barcelona,350000,80,3,2,4,1963,True,False,12,Barcelona - La Nova Esquerra de l'Eixample
104211410,Flat / apartment,Barcelona,425000,75,2,2,4,1975,True,True,12,Barcelona - La Nova Esquerra de l'Eixample
103162631,Flat / apartment,Barcelona,295000,75,3,2,1,1975,False,False,12,Barcelona - Eixample
104371434,Flat / apartment,Barcelona,360000,99,3,1,9,1963,True,False,12,Barcelona - La Sagrera
104021695,Flat / apartment,Barcelona,360000,92,3,2,1,1980,True,True,12,Barcelona - La Sagrera
104309954,Flat / apartment,Barcelona,300000,72,2,2,0,2008,True,False,12,Barcelona - El Clot
104300548,Penthouse,Barcelona,330000,59,3,1,8,1969,True,False,12,Barcelona - El Clot
104238901,Flat / apartment,Barcelona,550000,126,4,2,2,1981,True,True,13,Barcelona - Sant Martí
103314211,Flat / apartment,Barcelona,445000,85,3,1,6,1967,True,False,13,Barcelona - L'Antiga Esquerra de l'Eixample
102777455,Flat / apartment,Barcelona,375000,75,3,1,4,1890,True,False,12,Barcelona - L'Antiga Esquerra de l'Eixample
104347484,Flat / apartment,Barcelona,725000,122,3,2,1,1940,True,False,13,Barcelona - Eixample
103445425,Flat / apartment,Barcelona,680000,91,2,2,4,1940,True,False,13,Barcelona - L'Antiga Esquerra de l'Eixample
104192226,Flat / apartment,Barcelona,410000,83,3,1,4,1965,True,False,12,Barcelona - L'Antiga Esquerra de l'Eixample
103962871,Flat / apartment,Barcelona,2300000,296,9,4,1,1940,True,False,14,Barcelona - Eixample
103333324,Flat / apartment,Barcelona,400000,85,1,1,1,1940,True,False,12,Barcelona - L'Antiga Esquerra de l'Eixample
99638462,Flat / apartment,Barcelona,212000,74,3,1,1,1967,True,False,12,Barcelona - Nou Barris
104219328,Semi-detached house,Barcelona,795000,156,4,3,3,2006,False,False,13,Barcelona - Sant Andreu
100021305,Semi-detached house,Barcelona,550000,236,5,2,3,1900,False,False,13,Barcelona - Sant Andreu
103315712,House,Barcelona,595000,236,8,2,0,1969,False,False,13,Barcelona - Sant Andreu
103117738,Terraced house,Barcelona,595000,236,8,2,2,1900,False,False,13,Barcelona - Sant Andreu
103515548,Penthouse,Barcelona,629000,132,3,2,7,1969,True,True,13,Barcelona - Sant Andreu
104376446,Flat / apartment,Barcelona,200000,83,3,1,2,1983,True,False,12,Barcelona - Sant Andreu
103489011,Flat / apartment,Barcelona,409000,104,4,2,5,1964,True,False,12,Barcelona - Sant Andreu
103818568,Flat / apartment,Barcelona,350000,83,3,1,1,1969,True,False,12,Barcelona - Sant Andreu
104031105,Flat / apartment,Barcelona,850000,374,3,3,1,1972,True,False,13,Barcelona - Sant Antoni
104028708,Flat / apartment,Barcelona,389000,52,2,1,0,1920,True,False,12,Barcelona - Sant Antoni
104176369,Flat / apartment,Barcelona,725000,132,3,2,3,1933,True,False,13,Barcelona - Sant Antoni
97253740,Detached house,Barcelona,598000,139,2,2,1,1920,False,False,13,Barcelona - Sant Antoni
104181902,Flat / apartment,Barcelona,380000,81,3,2,7,1975,True,True,12,Barcelona - Sant Antoni
102533755,Flat / apartment,Barcelona,178400,50,2,1,1,1940,False,False,12,Barcelona - Eixample
104038283,Penthouse,Barcelona,3500000,739,9,8,7,1940,True,True,15,Barcelona - El Putxet i el Farró
103834975,Flat / apartment,Barcelona,450000,73,2,1,1,1965,True,False,13,Barcelona - El Putxet i el Farró
97615346,Flat / apartment,Barcelona,598250,51,1,1,0,2021,True,False,13,Barcelona - Sarrià-Sant Gervasi
103460659,Flat / apartment,Barcelona,898000,170,5,2,2,1957,True,False,13,Barcelona - El Putxet i el Farró
94203083,Flat / apartment,Barcelona,1040000,264,5,2,2,1960,True,True,13,Barcelona - Sarrià-Sant Gervasi
104064123,Flat / apartment,Barcelona,1700000,380,4,3,2,1973,True,True,14,Barcelona - Sarrià-Sant Gervasi
104371705,Flat / apartment,Barcelona,324000,90,3,2,2,2006,False,False,12,Barcelona - Nou Barris
104059406,Flat / apartment,Barcelona,260000,75,3,1,3,1964,True,False,12,Barcelona - Porta
102903264,Duplex,Barcelona,285000,82,3,1,5,1962,True,False,12,Barcelona - Porta
93452708,Flat / apartment,Barcelona,1300000,125,3,2,16,1971,True,True,14,Barcelona - Sant Martí
104368205,Flat / apartment,Barcelona,645000,101,3,2,6,2008,True,False,13,Barcelona - Diagonal Mar i el Front Marítim del Poblenou
103393452,Flat / apartment,Barcelona,310000,67,3,1,2,1928,True,False,12,Barcelona - Diagonal Mar i el Front Marítim del Poblenou
103086257,Flat / apartment,Barcelona,379000,68,2,2,1,2005,True,False,12,Barcelona - Diagonal Mar i el Front Marítim del Poblenou
103857316,Flat / apartment,Barcelona,730000,173,4,2,3,2006,True,True,13,Barcelona - Diagonal Mar i el Front Marítim del Poblenou
102954021,Flat / apartment,Barcelona,645000,101,3,2,6,2008,True,False,13,Barcelona - Diagonal Mar i el Front Marítim del Poblenou
104111266,Flat / apartment,Barcelona,550000,103,2,1,2,2003,True,False,13,Barcelona - Diagonal Mar i el Front Marítim del Poblenou
99008376,Flat / apartment,Barcelona,832900,100,2,2,1,2005,False,False,13,Barcelona - Diagonal Mar i el Front Marítim del Poblenou
101706570,Flat / apartment,Barcelona,628000,122,2,2,16,2005,True,True,13,Barcelona - Diagonal Mar i el Front Marítim del Poblenou
38196202,Flat / apartment,Barcelona,2800000,150,4,2,22,2005,True,False,14,Barcelona - Diagonal Mar i el Front Marítim del Poblenou
103254374,Flat / apartment,Barcelona,329500,78,4,1,6,1969,True,False,12,Barcelona - Sant Martí
104177629,Flat / apartment,Barcelona,145000,47,2,1,4,1910,True,False,11,Barcelona - El Poble Sec - Parc de Montjuïc
103109872,Flat / apartment,Barcelona,325000,53,2,1,2,1936,False,False,12,Barcelona - El Poble Sec - Parc de Montjuïc
103671739,Flat / apartment,Barcelona,315000,96,3,1,0,1969,True,False,12,Barcelona - El Poble Sec - Parc de Montjuïc
103597700,Flat / apartment,Barcelona,252500,65,3,2,2,1936,False,False,12,Barcelona - El Poble Sec - Parc de Montjuïc
104131070,Detached house,Barcelona,975000,290,5,3,2,1900,False,True,13,Barcelona - El Poble Sec - Parc de Montjuïc
104196234,Flat / apartment,Barcelona,240000,42,2,2,0,1910,True,False,12,Barcelona - El Poble Sec - Parc de Montjuïc
104150420,Flat / apartment,Barcelona,235000,51,2,1,1,1948,False,False,12,Barcelona - Sants-Montjuïc
104052240,Flat / apartment,Barcelona,180000,36,1,1,4,1969,True,False,12,Barcelona - Sants-Montjuïc
102823566,Flat / apartment,Barcelona,395000,82,4,1,2,1971,True,False,12,Barcelona - El Poble Sec - Parc de Montjuïc
104361406,Flat / apartment,Barcelona,181100,88,3,2,1,1969,False,False,12,Barcelona - Sants-Montjuïc
103130260,Flat / apartment,Barcelona,2300000,302,4,3,0,2020,False,False,14,Barcelona - Gràcia
102589926,Flat / apartment,Barcelona,410000,77,3,2,2,1974,True,True,12,Barcelona - Vila de Gràcia
104377094,Flat / apartment,Barcelona,580000,142,5,2,2,1920,True,False,13,Barcelona - Gràcia
102987023,Flat / apartment,Barcelona,400000,70,2,2,1,1930,True,False,12,Barcelona - Vila de Gràcia
103641278,Flat / apartment,Barcelona,420000,92,3,2,5,1965,True,False,12,Barcelona - Vila de Gràcia
103952599,Flat / apartment,Barcelona,515000,89,3,1,0,1898,True,False,13,Barcelona - Vila de Gràcia
103418054,Flat / apartment,Barcelona,449000,100,4,3,2,1975,True,False,13,Barcelona - Vila de Gràcia
103710821,Flat / apartment,Barcelona,1300000,214,9,3,3,1950,True,False,14,Barcelona - Vila de Gràcia
103982902,Flat / apartment,Barcelona,515000,88,3,1,1,1898,True,False,13,Barcelona - Vila de Gràcia
103541110,Flat / apartment,Barcelona,320000,74,3,1,1,1976,True,False,12,Barcelona - Vila de Gràcia
104067586,Flat / apartment,Barcelona,535000,115,3,2,0,1936,True,False,13,Barcelona - Vila de Gràcia
104299693,Flat / apartment,Barcelona,1075000,149,5,2,1,1904,True,True,13,Barcelona - Gràcia
104159244,Flat / apartment,Barcelona,995000,190,6,3,2,1950,False,False,13,Barcelona - Vila de Gràcia
102566140,Flat / apartment,Barcelona,690000,170,2,2,0,1900,True,False,13,Barcelona - Vila de Gràcia
103583761,Flat / apartment,Barcelona,320000,74,3,1,0,1950,True,False,12,Barcelona - Vila de Gràcia
103858477,Duplex,Barcelona,935000,114,3,2,1,1950,True,False,13,Barcelona - Vila de Gràcia
103550054,Flat / apartment,Barcelona,320000,74,3,1,1,1976,True,False,12,Barcelona - Vila de Gràcia
101398468,Studio flat,Barcelona,210000,62,0,1,0,1950,False,False,12,Barcelona - Vila de Gràcia
101770802,Flat / apartment,Barcelona,650000,130,3,2,0,1910,False,False,13,Barcelona - Vila de Gràcia
104005754,Flat / apartment,Barcelona,350000,80,1,1,2,1957,True,False,12,Barcelona - Vila de Gràcia
104254090,Flat / apartment,Barcelona,630000,111,2,2,2,1975,True,True,13,Barcelona - Sarrià-Sant Gervasi
102227082,Penthouse,Barcelona,1927760,213,5,4,0,1970,True,False,14,Barcelona - Sarrià
102878092,Flat / apartment,Barcelona,258000,76,3,1,1,1969,True,False,12,Barcelona - El Guinardó
102052144,Flat / apartment,Barcelona,258000,76,3,1,1,1971,True,False,12,Barcelona - El Guinardó
104065740,Studio flat,Barcelona,310000,160,0,2,0,1977,True,False,12,Barcelona - El Guinardó
103829829,Duplex,Barcelona,800000,178,4,3,0,2005,True,False,13,Barcelona - El Guinardó
